tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id
2015-1536,Madrid Masters,Clay,56,M,20150503,300,103523
2015-1536,Madrid Masters,Clay,56,M,20150503,299,103690
2015-1536,Madrid Masters,Clay,56,M,20150503,298,103523
2015-1536,Madrid Masters,Clay,56,M,20150503,297,104719
2015-1536,Madrid Masters,Clay,56,M,20150503,296,103690
2015-1536,Madrid Masters,Clay,56,M,20150503,295,103523
2015-1536,Madrid Masters,Clay,56,M,20150503,294,103852
2015-1536,Madrid Masters,Clay,56,M,20150503,293,108701
2015-1536,Madrid Masters,Clay,56,M,20150503,292,104679
2015-1536,Madrid Masters,Clay,56,M,20150503,291,105577
2015-1536,Madrid Masters,Clay,56,M,20150503,290,105227
2015-1536,Madrid Masters,Clay,56,M,20150503,289,103690
2015-1536,Madrid Masters,Clay,56,M,20150503,288,104719
2015-1536,Madrid Masters,Clay,56,M,20150503,287,103852
2015-1536,Madrid Masters,Clay,56,M,20150503,286,103523
2015-1536,Madrid Masters,Clay,56,M,20150503,285,104731
2015-1536,Madrid Masters,Clay,56,M,20150503,284,103523
2015-1536,Madrid Masters,Clay,56,M,20150503,283,108701
2015-1536,Madrid Masters,Clay,56,M,20150503,282,105227
2015-1536,Madrid Masters,Clay,56,M,20150503,281,104655
2015-1536,Madrid Masters,Clay,56,M,20150503,280,105777
2015-1536,Madrid Masters,Clay,56,M,20150503,279,103852
2015-1536,Madrid Masters,Clay,56,M,20150503,278,104679
2015-2276,Zagreb,Hard,28,A,20150202,300,105775
2015-2276,Zagreb,Hard,28,A,20150202,299,105775
2015-2276,Zagreb,Hard,28,A,20150202,298,104802
2015-2276,Zagreb,Hard,28,A,20150202,297,104802
2015-2276,Zagreb,Hard,28,A,20150202,296,105775
2015-2276,Zagreb,Hard,28,A,20150202,295,105029
2015-2276,Zagreb,Hard,28,A,20150202,294,104660
2015-2276,Zagreb,Hard,28,A,20150202,293,102963
2015-2276,Zagreb,Hard,28,A,20150202,292,105775
2015-2276,Zagreb,Hard,28,A,20150202,291,104660
2015-2276,Zagreb,Hard,28,A,20150202,290,105029
2015-2276,Zagreb,Hard,28,A,20150202,289,104465
2015-2276,Zagreb,Hard,28,A,20150202,288,104882
2015-2276,Zagreb,Hard,28,A,20150202,287,104802
2015-2276,Zagreb,Hard,28,A,20150202,286,104180
2015-301,Auckland,Hard,28,A,20150112,300,104071
2015-301,Auckland,Hard,28,A,20150112,299,104071
2015-301,Auckland,Hard,28,A,20150112,298,104693
2015-301,Auckland,Hard,28,A,20150112,297,103580
2015-301,Auckland,Hard,28,A,20150112,296,104071
2015-301,Auckland,Hard,28,A,20150112,295,104693
2015-301,Auckland,Hard,28,A,20150112,294,103018
2015-301,Auckland,Hard,28,A,20150112,293,104398
2015-301,Auckland,Hard,28,A,20150112,292,103580
2015-301,Auckland,Hard,28,A,20150112,291,104677
2015-301,Auckland,Hard,28,A,20150112,290,104071
2015-301,Auckland,Hard,28,A,20150112,289,105807
2015-301,Auckland,Hard,28,A,20150112,288,104693
2015-301,Auckland,Hard,28,A,20150112,287,104229
2015-301,Auckland,Hard,28,A,20150112,286,103018
2015-308,Munich,Clay,28,A,20150427,300,103580
2015-308,Munich,Clay,28,A,20150427,299,103580
2015-308,Munich,Clay,28,A,20150427,298,104999
2015-308,Munich,Clay,28,A,20150427,297,103580
2015-308,Munich,Clay,28,A,20150427,296,104999
2015-308,Munich,Clay,28,A,20150427,295,104398
2015-308,Munich,Clay,28,A,20150427,294,104918
2015-308,Munich,Clay,28,A,20150427,293,103580
2015-308,Munich,Clay,28,A,20150427,292,104679
2015-308,Munich,Clay,28,A,20150427,291,104918
2015-308,Munich,Clay,28,A,20150427,290,104398
2015-308,Munich,Clay,28,A,20150427,289,103782
2015-308,Munich,Clay,28,A,20150427,288,102864
2015-308,Munich,Clay,28,A,20150427,287,102233
2015-308,Munich,Clay,28,A,20150427,286,104999
2015-311,Queen's Club,Grass,32,A,20150615,300,105732
2015-311,Queen's Club,Grass,32,A,20150615,299,105732
2015-311,Queen's Club,Grass,32,A,20150615,298,103690
2015-311,Queen's Club,Grass,32,A,20150615,297,103580
2015-311,Queen's Club,Grass,32,A,20150615,296,103690
2015-311,Queen's Club,Grass,32,A,20150615,295,102110
2015-311,Queen's Club,Grass,32,A,20150615,294,105732
2015-311,Queen's Club,Grass,32,A,20150615,293,103580
2015-311,Queen's Club,Grass,32,A,20150615,292,103690
2015-311,Queen's Club,Grass,32,A,20150615,291,102110
2015-311,Queen's Club,Grass,32,A,20150615,290,105732
2015-311,Queen's Club,Grass,32,A,20150615,289,104731
2015-311,Queen's Club,Grass,32,A,20150615,288,104545
2015-311,Queen's Club,Grass,32,A,20150615,287,103852
2015-311,Queen's Club,Grass,32,A,20150615,286,104043
2015-311,Queen's Club,Grass,32,A,20150615,285,104589
2015-311,Queen's Club,Grass,32,A,20150615,284,104589
2015-311,Queen's Club,Grass,32,A,20150615,283,102405
2015-314,Gstaad,Clay,28,A,20150727,300,105012
2015-314,Gstaad,Clay,28,A,20150727,299,103594
2015-314,Gstaad,Clay,28,A,20150727,298,105012
2015-314,Gstaad,Clay,28,A,20150727,297,104719
2015-314,Gstaad,Clay,28,A,20150727,296,103594
2015-314,Gstaad,Clay,28,A,20150727,295,102382
2015-314,Gstaad,Clay,28,A,20150727,294,105012
2015-314,Gstaad,Clay,28,A,20150727,293,104719
2015-314,Gstaad,Clay,28,A,20150727,292,105012
2015-314,Gstaad,Clay,28,A,20150727,291,103594
2015-314,Gstaad,Clay,28,A,20150727,290,102382
2015-314,Gstaad,Clay,28,A,20150727,289,103876
2015-314,Gstaad,Clay,28,A,20150727,288,105643
2015-314,Gstaad,Clay,28,A,20150727,287,105160
2015-314,Gstaad,Clay,28,A,20150727,286,105967
2015-315,Newport,Grass,32,A,20150713,300,103730
2015-315,Newport,Grass,32,A,20150713,299,103730
2015-315,Newport,Grass,32,A,20150713,298,103977
2015-315,Newport,Grass,32,A,20150713,297,105572
2015-315,Newport,Grass,32,A,20150713,296,103730
2015-315,Newport,Grass,32,A,20150713,295,104802
2015-315,Newport,Grass,32,A,20150713,294,103977
2015-315,Newport,Grass,32,A,20150713,293,103977
2015-315,Newport,Grass,32,A,20150713,292,105572
2015-315,Newport,Grass,32,A,20150713,291,103730
2015-315,Newport,Grass,32,A,20150713,290,103843
2015-315,Newport,Grass,32,A,20150713,289,103540
2015-315,Newport,Grass,32,A,20150713,288,105012
2015-315,Newport,Grass,32,A,20150713,287,105992
2015-315,Newport,Grass,32,A,20150713,286,104802
2015-316,Bastad,Clay,28,A,20150720,300,104871
2015-316,Bastad,Clay,28,A,20150720,299,108701
2015-316,Bastad,Clay,28,A,20150720,298,104871
2015-316,Bastad,Clay,28,A,20150720,297,108701
2015-316,Bastad,Clay,28,A,20150720,296,104871
2015-316,Bastad,Clay,28,A,20150720,295,103977
2015-316,Bastad,Clay,28,A,20150720,294,105064
2015-316,Bastad,Clay,28,A,20150720,293,108701
2015-316,Bastad,Clay,28,A,20150720,292,104871
2015-316,Bastad,Clay,28,A,20150720,291,103977
2015-316,Bastad,Clay,28,A,20150720,290,103540
2015-316,Bastad,Clay,28,A,20150720,289,105064
2015-316,Bastad,Clay,28,A,20150720,288,105029
2015-316,Bastad,Clay,28,A,20150720,287,104932
2015-316,Bastad,Clay,28,A,20150720,286,111197
2015-319,Kitzbuhel,Clay,28,A,20150803,300,104597
2015-319,Kitzbuhel,Clay,28,A,20150803,299,104898
2015-319,Kitzbuhel,Clay,28,A,20150803,298,104597
2015-319,Kitzbuhel,Clay,28,A,20150803,297,104398
2015-319,Kitzbuhel,Clay,28,A,20150803,296,103586
2015-319,Kitzbuhel,Clay,28,A,20150803,295,104597
2015-319,Kitzbuhel,Clay,28,A,20150803,294,104898
2015-319,Kitzbuhel,Clay,28,A,20150803,293,104597
2015-319,Kitzbuhel,Clay,28,A,20150803,292,104398
2015-319,Kitzbuhel,Clay,28,A,20150803,291,103586
2015-319,Kitzbuhel,Clay,28,A,20150803,290,102382
2015-319,Kitzbuhel,Clay,28,A,20150803,289,105807
2015-319,Kitzbuhel,Clay,28,A,20150803,288,104593
2015-319,Kitzbuhel,Clay,28,A,20150803,287,104898
2015-319,Kitzbuhel,Clay,28,A,20150803,286,105154
2015-321,Stuttgart,Grass,28,A,20150608,300,103523
2015-321,Stuttgart,Grass,28,A,20150608,299,103523
2015-321,Stuttgart,Grass,28,A,20150608,298,103580
2015-321,Stuttgart,Grass,28,A,20150608,297,103690
2015-321,Stuttgart,Grass,28,A,20150608,296,103580
2015-321,Stuttgart,Grass,28,A,20150608,295,103523
2015-321,Stuttgart,Grass,28,A,20150608,294,103852
2015-321,Stuttgart,Grass,28,A,20150608,293,103690
2015-321,Stuttgart,Grass,28,A,20150608,292,103580
2015-321,Stuttgart,Grass,28,A,20150608,291,103523
2015-321,Stuttgart,Grass,28,A,20150608,290,108701
2015-321,Stuttgart,Grass,28,A,20150608,289,104398
2015-321,Stuttgart,Grass,28,A,20150608,288,104460
2015-321,Stuttgart,Grass,28,A,20150608,287,103852
2015-321,Stuttgart,Grass,28,A,20150608,286,106207
2015-322,Geneva,Clay,28,A,20150517,300,108701
2015-322,Geneva,Clay,28,A,20150517,299,108701
2015-322,Geneva,Clay,28,A,20150517,298,104071
2015-322,Geneva,Clay,28,A,20150517,297,108701
2015-322,Geneva,Clay,28,A,20150517,296,104600
2015-322,Geneva,Clay,28,A,20150517,295,105012
2015-322,Geneva,Clay,28,A,20150517,294,104071
2015-322,Geneva,Clay,28,A,20150517,293,102886
2015-322,Geneva,Clay,28,A,20150517,292,108701
2015-322,Geneva,Clay,28,A,20150517,291,105012
2015-322,Geneva,Clay,28,A,20150517,290,104600
2015-322,Geneva,Clay,28,A,20150517,289,105643
2015-322,Geneva,Clay,28,A,20150517,288,103782
