tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id
2018-M020,Brisbane,Hard,32,A,20180101,269,105573
2018-M020,Brisbane,Hard,32,A,20180101,268,105573
2018-M020,Brisbane,Hard,32,A,20180101,267,104919
2018-M020,Brisbane,Hard,32,A,20180101,266,105573
2018-M020,Brisbane,Hard,32,A,20180101,265,105777
2018-M020,Brisbane,Hard,32,A,20180101,264,105323
2018-M020,Brisbane,Hard,32,A,20180101,263,104919
2018-M020,Brisbane,Hard,32,A,20180101,262,105573
2018-M020,Brisbane,Hard,32,A,20180101,261,105051
2018-M020,Brisbane,Hard,32,A,20180101,260,106401
2018-M020,Brisbane,Hard,32,A,20180101,259,105777
2018-M020,Brisbane,Hard,32,A,20180101,258,105323
2018-M020,Brisbane,Hard,32,A,20180101,257,105449
2018-M020,Brisbane,Hard,32,A,20180101,256,104919
2018-M020,Brisbane,Hard,32,A,20180101,255,105269
2018-0451,Doha,Hard,32,A,20180101,269,103594
2018-0451,Doha,Hard,32,A,20180101,268,104679
2018-0451,Doha,Hard,32,A,20180101,267,103594
2018-0451,Doha,Hard,32,A,20180101,266,104679
2018-0451,Doha,Hard,32,A,20180101,265,103852
2018-0451,Doha,Hard,32,A,20180101,264,105807
2018-0451,Doha,Hard,32,A,20180101,263,103594
2018-0451,Doha,Hard,32,A,20180101,262,104679
2018-0451,Doha,Hard,32,A,20180101,261,106432
2018-0451,Doha,Hard,32,A,20180101,260,103852
2018-0451,Doha,Hard,32,A,20180101,259,105932
2018-0451,Doha,Hard,32,A,20180101,258,105807
2018-0451,Doha,Hard,32,A,20180101,257,104471
2018-0451,Doha,Hard,32,A,20180101,256,105284
2018-0451,Doha,Hard,32,A,20180101,255,103594
2018-0891,Pune,Hard,32,A,20180101,269,104898
2018-0891,Pune,Hard,32,A,20180101,268,105732
2018-0891,Pune,Hard,32,A,20180101,267,104898
2018-0891,Pune,Hard,32,A,20180101,266,106026
2018-0891,Pune,Hard,32,A,20180101,265,105732
2018-0891,Pune,Hard,32,A,20180101,264,105433
2018-0891,Pune,Hard,32,A,20180101,263,104898
2018-0891,Pune,Hard,32,A,20180101,262,102963
2018-0891,Pune,Hard,32,A,20180101,261,106026
2018-0891,Pune,Hard,32,A,20180101,260,103523
2018-0891,Pune,Hard,32,A,20180101,259,105732
2018-0891,Pune,Hard,32,A,20180101,258,105433
2018-0891,Pune,Hard,32,A,20180101,257,105070
2018-0891,Pune,Hard,32,A,20180101,256,108990
2018-0891,Pune,Hard,32,A,20180101,255,104898
2018-0301,Auckland,Hard,32,A,20180108,269,103594
2018-0301,Auckland,Hard,32,A,20180108,268,103594
2018-0301,Auckland,Hard,32,A,20180108,267,103018
2018-0301,Auckland,Hard,32,A,20180108,266,103594
2018-0301,Auckland,Hard,32,A,20180108,265,104136
2018-0301,Auckland,Hard,32,A,20180108,264,103018
2018-0301,Auckland,Hard,32,A,20180108,263,104071
2018-0301,Auckland,Hard,32,A,20180108,262,103594
2018-0301,Auckland,Hard,32,A,20180108,261,102110
2018-0301,Auckland,Hard,32,A,20180108,260,104136
2018-0301,Auckland,Hard,32,A,20180108,259,102963
2018-0301,Auckland,Hard,32,A,20180108,258,103018
2018-0301,Auckland,Hard,32,A,20180108,257,104655
2018-0301,Auckland,Hard,32,A,20180108,256,103690
2018-0301,Auckland,Hard,32,A,20180108,255,104071
2018-M001,Sydney,Hard,32,A,20180108,269,103997
2018-M001,Sydney,Hard,32,A,20180108,268,103997
2018-M001,Sydney,Hard,32,A,20180108,267,105526
2018-M001,Sydney,Hard,32,A,20180108,266,103997
2018-M001,Sydney,Hard,32,A,20180108,265,103523
2018-M001,Sydney,Hard,32,A,20180108,264,105526
2018-M001,Sydney,Hard,32,A,20180108,263,103828
2018-M001,Sydney,Hard,32,A,20180108,262,103997
2018-M001,Sydney,Hard,32,A,20180108,261,106000
2018-M001,Sydney,Hard,32,A,20180108,260,103523
2018-M001,Sydney,Hard,32,A,20180108,259,104802
2018-M001,Sydney,Hard,32,A,20180108,258,105526
2018-M001,Sydney,Hard,32,A,20180108,257,106109
2018-M001,Sydney,Hard,32,A,20180108,256,108701
2018-M001,Sydney,Hard,32,A,20180108,255,103828
2018-580,Australian Open,Hard,128,G,20180115,101,103997
2018-580,Australian Open,Hard,128,G,20180115,102,126845
2018-580,Australian Open,Hard,128,G,20180115,103,104926
2018-580,Australian Open,Hard,128,G,20180115,104,104330
