tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id
2008-1536,Madrid Masters,Hard,48,M,20081012,300,103586
2008-1536,Madrid Masters,Hard,48,M,20081012,299,102405
2008-1536,Madrid Masters,Hard,48,M,20081012,298,103586
2008-1536,Madrid Masters,Hard,48,M,20081012,297,102035
2008-1536,Madrid Masters,Hard,48,M,20081012,296,103586
2008-1536,Madrid Masters,Hard,48,M,20081012,295,102405
2008-1536,Madrid Masters,Hard,48,M,20081012,294,102979
2008-1536,Madrid Masters,Hard,48,M,20081012,293,103184
2008-1536,Madrid Masters,Hard,48,M,20081012,292,102110
2008-1536,Madrid Masters,Hard,48,M,20081012,291,104665
2008-1536,Madrid Masters,Hard,48,M,20081012,290,102405
2008-1536,Madrid Masters,Hard,48,M,20081012,289,102035
2008-1536,Madrid Masters,Hard,48,M,20081012,288,102388
2008-1536,Madrid Masters,Hard,48,M,20081012,287,103586
2008-1536,Madrid Masters,Hard,48,M,20081012,286,102979
2008-1536,Madrid Masters,Hard,48,M,20081012,285,104665
2008-1536,Madrid Masters,Hard,48,M,20081012,284,102463
2008-1536,Madrid Masters,Hard,48,M,20081012,283,104607
2008-1536,Madrid Masters,Hard,48,M,20081012,282,103096
2008-1536,Madrid Masters,Hard,48,M,20081012,281,103852
2008-1536,Madrid Masters,Hard,48,M,20081012,280,104249
2008-1536,Madrid Masters,Hard,48,M,20081012,279,103018
2008-1536,Madrid Masters,Hard,48,M,20081012,278,102845
2008-1720,Bangkok,Hard,28,A,20080922,300,104160
2008-1720,Bangkok,Hard,28,A,20080922,299,104160
2008-1720,Bangkok,Hard,28,A,20080922,298,103822
2008-1720,Bangkok,Hard,28,A,20080922,297,104160
2008-1720,Bangkok,Hard,28,A,20080922,296,102148
2008-1720,Bangkok,Hard,28,A,20080922,295,103898
2008-1720,Bangkok,Hard,28,A,20080922,294,103822
2008-1720,Bangkok,Hard,28,A,20080922,293,104160
2008-1720,Bangkok,Hard,28,A,20080922,292,103498
2008-1720,Bangkok,Hard,28,A,20080922,291,102963
2008-1720,Bangkok,Hard,28,A,20080922,290,103822
2008-1720,Bangkok,Hard,28,A,20080922,289,103898
